epoch;acc;loss
0;0.0003921568539797091;0.0015643332299077883
1;0.0003921568539797091;0.0015539150601184433
2;0.0003921568539797091;0.001543602855093138
3;0.0003921568539797091;0.0015333976425965519
4;0.0003921568539797091;0.0015233060000943678
